"ccaf452a:49663a93:f94f7db3:1518b359";"US";"INCOME RATE";"INCOME RATE"
"ccbca114:4cad8248:99926fbc:d3fb34cc";"US";"La tempête se prolonge sur l'Atlantique Nord. Devons-nous retarder les opérations aériennes et navales le temps que ça se calme ?";"The storm is still raging over the North Atlantic.\n\nShould we delay aerial and naval operations until the weather conditions improve?"
"ccd28860:4cbb6888:d7c4e2b1:21216d63";"US";"127mm Tir d’efficacité";"127mm Efficiency Fire"
"ccd49b72:41794a42:09e5889d:a378abcb";"US";"CANCEL CHRONO";"CANCEL CHRONO"
"ccd98347:423ab358:2edc58b2:9ca372a7";"US";"Neutralise the StuG III G.";"Neutralise the StuG III G."
"cd22fb28:43ddbc23:83d6e2b1:6c9caa57";"US";"This plane carries incendiary bombs, very efficient against infantry (even entrenched) or light vehicles.";"This plane carries incendiary bombs, very efficient against infantry (even entrenched) or light vehicles."
"cd4e8750:4e3d7090:abd37395:2ca471fc";"US";"SUPPORT units can provide leadership or fire support, or supply ground units. Fill all slots with the available packs.";"SUPPORT units can provide leadership or fire support, or supply ground units. Fill all slots with the available packs."
"cd646971:4f3efedd:3b9ccf8e:fb287409";"US";"Perte d'une reconnaissance aérienne, d'un bombardement aérien, d'une couverture aérienne ou d'un mouilleur de mines.";"Air raid, aerial cover or minelayer lost."
"cd692c20:4e3dcd77:abd56e98:272d2590";"US";"Once the game's time limit has elapsed, victory is decided by which side has scored the most points.";"Once the game's time limit has elapsed, victory is decided by which side has scored the most points."
"cd6aacb2:472807b2:d0716990:5034f2bf";"US";"Deutsch";"Deutsch"
"cd73ab27:4cb72353:73ea11be:95b7c73d";"US";"Kiss my a..";"Kiss my a.."
"cd78d846:4c4a023b:6eb1488e:f13ac136";"US";"Critical graphic error";"Critical graphic error"
"cd79e724:412e8621:baee07b2:0cb05d2d";"US";"then repel the German assaults until they back down.";"then repel the German assaults until they back down."
"cd8a2b7f:45b82c52:03eef6a7:a38507f5";"US";;
"cd8a4619:44594ec7:e12362bc:fa124ea2";"US";"Les forces du NORTHAG sont contenues par nos forces en Allemagne du Nord. Leur offensive ne parviendra pas à débloquer la ville.";"The NORTHAG forces are being contained by our forces in northern Germany.\n\nTheir offensive will not be able to liberate Hamburg."
"cd908c1a:4950a2c6:4a2c6dbd:6ca9cc1c";"US";"CAMPAIGN";"CAMPAIGN"
"cd9763df:4fdf9372:1e8620a2:fd918736";"US";"Typhoon AT can strike any target, and their 150mm rockets may even damage heavy tanks if they hit their side or rear.";"Typhoon AT can strike any target, and their 150mm rockets may even damage heavy tanks if they hit their side or rear."
"cdac0baf:4c8973f4:e23e01a0:0cf974d6";"US";"TURN %1";"TURN %1"
"cdacb5a1:448da4de:967dd3a9:8dbdf718";"US";"LEADERBOARDS";"LEADERBOARDS"
"cdb76e83:46081c79:863af09e:dc2177ee";"US";"Choisir Ogarkov";"Choose Ogarkov"
"cdbf69e8:461f74d9:0ee6c583:980e97fa";"US";"Trait: [KE] Kinetic";"Trait: [KE] Kinetic"
"cdc78322:438f8425:de71558f:5202189c";"US";"IMPORT A BATTLEGROUP";"IMPORT A BATTLEGROUP"
"cdd16567:49233fbe:50f8f78c:e51c0a86";"US";"Destructor";"Destructor"
"cdd3cc8a:48e04642:77b3f9b5:e67b5981";"US";"Our mission is to hold the main causeway long enough for the 70th Tank Battalion to reinforce us,";"Our mission is to hold the main causeway long enough for the 70th Tank Battalion to reinforce us,"
"cdd7bfc4:4f71907a:b08d7d8e:3554ab24";"US";"Votre objectif est de détruire tous les véhicules de commandement de la force rouge.";"Your objective is to destroy all the command vehicles of the red force."
"cddd640c:45325631:4ed6d9a3:ed08d3e1";"US";"You're missing mods to launch this game. Do you want to download them ?";"You're missing mods to launch this game. Do you want to download them?"
"cde4ab0e:461eca1c:3ddf1290:3853fa9a";"US";"Firing";"Firing"
"cdeaad97:43713d1a:ca5ef6b5:32f8ecf5";"US";"Press B to fire smoke rounds.";"Press B to fire smoke rounds."
"cdee4135:42343058:4f6204a6:58d7c727";"US";"Press A for the unit to move under cover (as much as possible) until spotting an enemy, then stop and engage it.";"Press Q for the unit to move under cover (as much as possible) until spotting an enemy, then stop and engage it."
"cdfe8f41:4b9efa8b:c28d3f84:edc24a57";"US";"Non-recon planes can't see ground targets and need to be guided on target by friendly ground units (or a recon plane).";"Non-recon planes can't see ground targets and need to be guided on target by friendly ground units (or a recon plane)."
"cdffaf69:46fe923c:f443f691:3060e2e0";"US";"+%1#command/s";"+%1#command/s"
"ce0a4e86:4544a963:cdfdfd9f:2a30fe2c";"US";"Local Reflections";"Local Reflections"
"ce11ec3c:468353c4:109cb1b8:e51c0d0f";"US";"Activate/Deactivate the selected units characteristics display.";"Activate/Deactivate the selected unit's characteristics display."
"ce2c440d:4d539726:22cf629a:4e3fba1e";"US";"12. SS-Panzer's main tank has been destroyed, Herr Oberst.";"12. SS-Panzer's main tank has been destroyed, Herr Oberst."
"ce358f3d:45f915f4:7d4bb49b:c8488877";"US";"Sa destruction permettrait à notre propre escadre de dominer les eaux de Hong Kong.\nL’escadrille de Tornados anti-navires se tient prête à soutenir nos navires dans cette lutte…";"This destruction would enable our own squadron to rule over Hong Kong waters.\nThe squadron of anti-naval Tornados is ready to support our ships in this fight…"
"ce367271:42749d98:5e2caa8f:10707dd7";"US";"It's payback time!";"It's payback time!"
"ce45a9df:48745037:babf53b8:dd13e4fe";"US";"Although Richter's division bore the brunt of the Allied assault on D-Day and was quickly dislocated, his tenacious defence prevented them from seizing their most prized objectives immediately, such as Carpiquet and Caen.";"Although Richter's division bore the brunt of the Allied assault on D-Day and was quickly dislocated, his tenacious defence prevented them from seizing their most prized objectives immediately, such as Carpiquet and Caen."
"ce4ae060:4a536c42:1990cd9f:fceabf79";"US";"Land";"Land"
"ce4d4345:4fd740a2:359abfad:8cf6b8ee";"US";"This deck is read-only. You may copy it from your deck list in order to edit its content at will.";"This deck is read-only. You may copy it from your deck list in order to edit its content at will."
"ce574882:406da9d8:b1b01297:fd374909";"US";"Poursuivre les opérations";"Proceed with operations"
"ce65cf07:458125aa:17b4d79f:a20b43ce";"US";"Alors que la France, l'Angleterre & la GB s'accordent pour signer la Charte, l'URSS s'y oppose catégoriquement. L'OTAN  beau jeu de pointer notre supposé extrémisme.";"As France, England and Great-Britain agree to sign the Charter, the USSR are categorically opposed to it.\n\nIt is easy for NATO to point out our supposed extremism."
"ce8fecab:46fd5507:175b16a6:bac4a0dd";"US";"SYSTEM";"SYSTEM"
"ce9fcb3f:46813af0:f9d0e791:55d88d9d";"US";"Ogarkov prend le pouvoir";"Ogarkov comes to power"
"cea10298:4b77ad02:76c42287:9a0c1fc6";"US";"Poursuivre les opérations";"Proceed with operations"
"cea2e99f:4749636a:d71e339e:4e3b5995";"US";"Quels signaux envoyer au Kremlin ?";"What signals will you send to the Kremlin?"
"ceb4fec2:44e6ea80:328eb6a6:326e27df";"US";"Suite des transmissions";"Rest of transmissions"
"ceb8fdda:4265399d:c117519e:ba7d0fdd";"US";"\n\nCongratulations Cadet,\n\You are now commissioned in the following fields:\n\n  * Infantry basics\n  * Frontline\n  * Moral\n  * Urban cover";"\n\nCongratulations Cadet,\n\You are now commissioned in the following fields:\n\n  * Infantry basics\n  * Frontline\n  * Moral\n  * Urban cover"
"ced1be95:492bf132:d84adeb5:f1694419";"US";"AUTO-FILL BATTLEGROUP";"AUTO-FILL BATTLEGROUP"
"cee61021:488ad257:dbf36382:dabebb43";"US";"And if that were not enough, the 508th’s 1st battalion’s CO was just killed.";"And if that were not enough, the 508th’s 1st battalion’s CO was just killed."
"cefbe9b6:43df1501:71001e91:81b173b4";"US";"taking with us any advanced elements from Oberst Oppeln’s battlegroup,";"taking with us any advanced elements from Oberst Oppeln’s battlegroup,"
"cf027dff:4dd08631:2881b2b7:000fd808";"US";;
"cf093da1:4e77c95c:fafaa798:2a963442";"US";"Smooth LOD Transition";"Smooth LOD Transition"
"cf09c4b3:43abaaec:5543e9b1:39459157";"US";"Frappes nucléaires en Corée";"Nuclear strikes in Korea"
"cf0f097e:43ed44d2:7ba0678f:00ffc4fb";"US";"Aerial RECONS #reco , such as the #coloredtext4{GRASSHOPPER}, are the only aerial units that can unveil enemies on the ground without being affected by the terrain or the frontline.\nHowever, they are very fragile units…";"Aerial RECONS #reco , such as the #coloredtext4{GRASSHOPPER}, are the only aerial units that can unveil enemies on the ground without being affected by the terrain or the frontline.\nHowever, they are very fragile units…"
"cf1a1fdd:4d750e0d:68e343ab:171f8881";"US";"Major von Luck’s men have even encountered some light airborne tanks.";"Major von Luck’s men have even encountered some light airborne tanks."
"cf290517:4644b59b:605e2699:a5ecb2c2";"US";"Votre contre-offensive est parvenue à reprendre la capitale suédoise et à faire perdre à l'ennemi les 75 points de moral gagnés initialement.";"Your counter-attack enabled you to recapture the Swedish capital.\n\nThe enemy loses the 75 morale points initially gained."
"cf4719fb:4f39bf97:44b6f8b5:aad94679";"US";"In another game";"In another game"
"cf4757b3:4377dbcc:d81379ac:ab66dc74";"US";"You have some mod activated and you already have a campagn save with other mod(s). Do you want to continue, restart with the old mod(s) or cancel?";"You have some mod activated and you already have a campaign save with other mod(s). Do you want to continue, restart with the old mod(s) or cancel?"
"cf595f69:48211d91:aa6c8bb2:c7b881e2";"US";"La perte de la capitale suédoise est un revers majeur. L'ennemi gagne 100 points de moral, mais il les perdra si vous parvenez à reprendre cet objectif.";"Losing the Swedish capital is a major defeat.\n\nThe enemy gains 100 morale points, but it will lose them if you manage recapturing this target."
"cf70edb5:49dd48cc:85236591:f015df8b";"US";"RESUME";"RESUME"
"cf715fa4:4c271649:3e547ca0:0e261d7a";"US";"With each passing hour, the British are receiving reinforcements,";"With each passing hour, the British are receiving reinforcements,"
"cf88bb14:49f35c42:883a86b6:24974706";"US";"Artists";"Artists"
"cf8e16ce:457cf488:56fba69c:357b2332";"US";"Les commandos de l'Allied Mobile Force sont parvenus à désorganiser les arrières des forces tchèques et soviétiques engagées en Bavière. Leur offensive est compromise dans un avenir proche.";"The commandos of the Allied Mobile Force have managed to disrupt the rear-guard of the Czech and Soviet forces engaged in Bavaria.\n\nTheir offensive will be soon be compromised."
"cf98cbbd:4f1ae2ea:b699a28f:e632b1b1";"US";"Replays Number";"Replays Number"
"cf9eca74:4e6102f8:9d502fb7:38fc21d5";"US";"Player level";"Player level"
"cfa0b242:49cb5234:104c5393:6b7f2060";"US";"Strike";"Strike"
"cfb1de42:4024b13b:749d9b9b:6a84e834";"US";"Multirole combat aircraft";"Multirole combat aircraft"
"cfc63894:46a2c79b:00153fb2:0b8d80d4";"US";"On the morning of June 6th, the long-awaited Anglo-American invasion in France finally began.";"On the morning of June 6th, the long-awaited Anglo-American invasion in France finally began."
"cfc730eb:42a1921d:9b8c4989:5640f78e";"US";"Now place the M10A1 #pm10 in range.\nYou can bring the CMD M4A1 #pm4a1cmd close to it to increase its precision !";"Now place the M10A1 #pm10 in range.\nYou can bring the CMD M4A1 #pm4a1cmd close to it to increase its precision!"
"cfc7905a:497f15aa:66a133a5:215f7507";"US";"Heavy Smoke";"Heavy Smoke"
"cfca7577:4e8bf56d:c06fb29b:66db3f5b";"US";"BACK";"BACK"
"cfd99b2f:49556a46:81c5f689:27669a89";"US";"Click NEXT to compose your BATTLEGROUP.";"Click NEXT to compose your BATTLEGROUP."
"cfe9b75b:40f65243:47bd35a3:07d9c56c";"US";"AUTOSET";"AUTOSETTINGS"
"cff64a1d:4e08b2a4:4f14e1be:69dea26c";"US";"Submachine Gun\nCan fire on the move.";"Submachine Gun\nCan fire on the move."
"cfff90bb:4f485c41:5c802480:cf152c47";"US";"PLAYERS";"PLAYERS"
"d00ad8f9:41a6187d:a1bb62be:ddf6256d";"US";"Les bombardements de l'OTAN ont transformé l'Islande en no-mans-land, mais nos troupes sur place sont désormais incapables d'entreprise une action sérieuse.";"The NATO bombardments have turned Iceland into a “no man's land”, but our troops on the ground there are now incapable of carrying out any serious action."
"d032cccc:4eb0d194:bb9ceaa4:f66f5f8c";"US";;
"d035a7b7:4fe1922f:9fe9318d:b7ff7a33";"US";"%1 retreat from battle";"%1 retreat from battle"
"d04193db:475ab649:d614b8a7:aadf8db8";"US";"Press G to call in an off-map artillery strike.";"Press G to call in an off-map artillery strike."
"d05a6d05:480bf930:77aaebb4:ebca1b63";"US";;
"d060d27f:42e159f4:71a8bab9:6f17b45d";"US";"Easy";"Easy"
"d061e519:4ef31e70:920ce38a:6a2fb29b";"US";"Reykjavik année 0";"Reykjavik year 0"
"d07044fa:479017bf:5df3f481:db4fb5ae";"US";"L'opération Polyarnaya Slava est lancée avec succès. Le 237e régiment de parachutistes, s'est emparé de l'aéroport de Keflavik.";"Operation Polyarnaya Slava has been launched successfully.\n\nThe 237th parachute regiment has captured Keflavik airport in Iceland."
"d0782560:45769d90:100d2086:8d9e3751";"US";"Slows the game's speed.";"Slows the game's speed."
"d087fc67:4b3cd943:5fbed98d:91fb05da";"US";"You've understood the value of RECONNAISSANCE units on the battlefield, and have mastered their use. Good job!";"You've understood the value of RECONNAISSANCE units on the battlefield, and have mastered their use. Good job!"
"d08b590a:418dfcc0:cd7e40b9:32bb47c7";"US";"Déploiement tactique";"Tactical deployment"
"d0b62ee9:4a4d3c17:a756fb90:38864774";"US";"This second exercise will be your first contact with an ENEMY.\nI will teach you how to deal with the FRONTLINE, URBAN COVER and FIREPOWER.";"This second exercise will be your first contact with an ENEMY.\nI will teach you how to deal with the FRONTLINE, URBAN COVER and FIREPOWER."
