"TOKEN";"COMMENT";"DO NOT TRANSLATE";CONSTRAINT;"REFTEXT";"CLASSEMENT";"ExisteDansSlayer"
"T6_HNT20";"         ";"-J--j";;"上出来だ! GRASSHOPPER #ppreco のステータスは行動中となった.\nこのゲージは燃料タンクの燃料を指している.空になると,航空機は燃料補給の為に自動的に退却する.";"Well done! The GRASSHOPPER's #ppreco status once deployed is IN MISSION.\nThe gauge represents its fuel tank. Once it’s empty, planes automatically EVACUATE to resupply for a given duration before returning to the READY status.";
"T6_HNT21";"         ";"-J--j";;"時間を無駄には出来ない,我々は,GRASSHOPPER #pprecoが再補給を必要とするまでに､敵の位置を見つけ出すべきだ!";"Let’s not waste time, we should detect the enemy's positions before the GRASSHOPPER #ppreco needs to resupply!";
"T6_HNT22";"         ";"-J--j";;"グッジョブ! 敵の全守備隊を見つけ出した!";"Good job! All enemy defences have been spotted!";
"T6_HNT23";"         ";"-J--j";;"空襲警報!! いまいましい,ドイツ空軍 ME 109 G0 #eme109 戦闘機が戻ってきた!";"It’s a bloody alarm! That goddamned German ME 109 G0 fighter #eme109 came back!";
"T6_HNT24";"         ";"-J--j";;"#coloredtext4{退却} #evacuate (ショートカットキー #inputv)命令を,GRASSHOPPER #pprecoに出し!,実行中の作戦と補給を中止させよ.";"Try to #coloredtext4{EVACUATE} #evacuate (Short-key #inputv) the GRASSHOPPER #ppreco! It will cancel its ongoing mission and resupply.";
"T6_HNT25";"         ";"-J--j";;"#coloredtext4{P-51D} #pp51を呼ぶときが来た: 敵ドイツ戦闘機に対する我々の最善の策だ. 一旦配属されると,自動的に ME 109 G0 #eme109 と交戦するだろう.";"It is time to call in the #coloredtext4{P-51D} #pp51: it's our best asset against this German fighter. Once deployed, it will automatically engage the ME 109 G0 #eme109 in a dogfight.";
"T6_HNT26";"         ";"-J--j";;"グレイトジョブ! 我々は制空権を取り返した,敵守備隊の除去を始めるとしよう!";"Great job! Now we can reclaim AIR superiority and start the dismantlement of enemy defences!";
"T6_HNT27";"         ";"-J--j";;"#coloredtext4{GRASSHOPPER} #ppreco を呼び戻し, 最初の敵(#epak40 / #emg42)に集中させよう.盤外砲撃を呼び出す為に,#coloredtext4{FORD GPA OP (356mm)}を配置せよ.";"Call back a #coloredtext4{GRASSHOPPER} #ppreco and let’s focus on the first enemy concentration (#epak40 / #emg42). Let’s deploy the #coloredtext4{FORD GPA OP (356mm)} to call in an off-map ARTILLERY strike.";
"T6_HNT28";"         ";"-J--j";;"FORD GPA OP (356mm) #pfordop が配置された. off-map assetパネルに,盤外砲が現れている. その横に３種類の砲撃方法が一覧表示されている:\n#coloredtext4{効力射撃} #strike1,#coloredtext4{散布射撃} #strike2,#coloredtext4{一斉射撃} #strike3.";"FORD GPA OP (356mm) #pfordop deployed. Its associated off-map battery now appears in the Off-map assets panel. Next to it are listed 3 types of strikes:\n#coloredtext4{FIRE FOR EFFECT} #strike1, #coloredtext4{EMERGENCY} #strike2 and #coloredtext4{BARRAGE} #strike3.";
"T6_HNT29";"         ";"-J--j";;"最も長距離を,最も正確に砲撃する #coloredtext4{効力射撃} #strike1 を選択し,最初の敵(#epak40 / #emg42)をクリックせよ.君は,全部で3回分の射撃要請を持っている.GRASSHOPPER #ppreco が,ひとつも敵ユニットが残らなくなるまで,正確に目標を捜す";"Select the #coloredtext4{FIRE FOR EFFECT} #strike1 one, the longest but most precise strike, and click on the first enemy concentration (#epak40 / #emg42). You have a total of 3 fire missions at your disposal. Scout with the GRASSHOPPER #ppreco to target precisely and be sure that no units are left.";
"T6_HNT3";"          ";"-J--j";;"アンロックされた,砲兵,対空,航空機ユニットでスロットを埋めよ. 君の戦闘集団に,利用可能な新しい部隊の追加を忘れるな.";"Fill the unit pack slots available in the now unlocked ARTILLERY, ANTI-AIR & AIR classes of the BATTLEGROUP. Don’t forget to add the new units available to your BATTLEGROUP.";
"T6_HNT30";"         ";"-J--j";;"#coloredtext4{GAME SPEED}を速くできることを思い出せ.";"Remember that you can increase the #coloredtext4{GAME SPEED}.";
"T6_HNT31";"         ";"-J--j";;"上出来だ! 最初の敵守備ライン(#epak40 / #emg42) は一掃された!";"Well done! The first enemy defensive line (#epak40 / #emg42) has been wiped out!";
"T6_HNT32";"         ";"-J--j";;"PAK 43 88mmを取り除く最善の方法は,我々の\n#coloredtext4{P-47 THUNDERBOLT}だ.";"The best way to get rid of those isolated PAK 43 88mm #epak88 is with our\n#coloredtext4{P-47 THUNDERBOLT}.";
"T6_HNT33";"         ";"-J--j";;"GRASSHOPPERを使って,PAK 43 88mm #epak88の確かな位置を得て,狙撃する為に,P-47 THUNDERBOLT #pp47を配置せよ!";"Use the GRASSHOPPER to get a clear view on the PAK 43 88mm #epak88 positions and deploy the P-47 THUNDERBOLT #pp47 to snipe them!";
"T6_HNT34";"         ";"-J--j";;"OK, PAK 43 88mm #epak88 はひとつ逝った,さらにもう一つ !\n時間を無駄にするな,さらに別の #coloredtext4{P-47 THUNDERBOLT} #pp47 を配置せよ.";"OK, one PAK 43 88mm #epak88 gone, and one to go!\nDon’t waste time, deploy another #coloredtext4{P-47 THUNDERBOLT} #pp47.";
"T6_HNT35";"         ";"-J--j";;"グッジョブ, PAK 43 88mm #epak88 はもう居ない!";"Good job, the PAK 43 88mm #epak88 are no more!";
"T6_HNT36";"         ";"-J--j";;"もし他の敵部隊(#epak40 / #emg42)が残っているなら,#coloredtext4{B-26 MARAUDER}重爆撃機を配置するか,他の盤外砲撃を呼び出す事が出来る.";"You can now deploy the #coloredtext4{B-26 MARAUDER} HEAVY BOMBER or call in another off-map ARTILLERY strike, if left, on that last enemy concentration (#epak40 / #emg42).";
"T6_HNT37";"         ";"-J--j";;"良い選択だ,サー! B-26 MARAUDER #pb26 を選択し,見つけた敵目標を右クリック #mouserightclick せよ,又は #coloredtext4{指定位置に射撃} #fireposition (ショートカットキー: #inputt)し,望ましい位置を右クリックせよ.";"Good choice, sir! Select your B-26 MARAUDER #pb26 and RIGHT CLICK #mouserightclick on a spotted enemy target, or #coloredtext4{FIRE ON POSITION} #fireposition (Shortcut: #inputt) and RIGHT CLICK on the desired position.";
"T6_HNT38";"         ";"-J--j";;"グレイトジョブ, 敵部隊(#epak40 / #emg42)は全滅した!";"Great job, the enemy position (#epak40 / #emg42) has been eradicated!";
"T6_HNT39";"         ";"-J--j";;"よくやった,サー! 君は盤外砲撃の使い方をマスターした.\n制空権の維持の仕方を理解したし,強力な盤外砲撃によって敵の士気を打ち砕く方法も理解した.";"Well done, sir! You have mastered the use of off-map assets.\nYou've understood how vital it is to keep AIR superiority, and how to severely impact the enemy’s morale and troops by using powerful off-map ARTILLERY strikes.";
"T6_HNT4";"          ";"-J--j";;"航空機ユニットは搭載する武装によって様々な役割を持っている.";"AIR units have various roles, depending on their loadout.";
"T6_HNT40";"         ";"-J--j";;"一つもユニットが配置されていない!  #coloredtext4{徴発メニュー}からユニットを選択し,戦場に配置せよ.";"No units have been deployed! Please pick a unit in the #coloredtext4{REQUISITION MENU} to position the unit on the battlefield.";
"T6_HNT40b";"        ";"-J--j";;"部隊は #coloredtext4{徴発ポイント}と呼ばれる青い矢印からユニットは現れ,#coloredtext4{高速移動} 命令によって道路網を使い最短ルートをとる.";"The unit will then appear from the blue arrow called REINFORCEMENT POINT in MOVE FAST order to take the fastest route, using the road network, to the selected position.";
"T6_HNT41";"         ";"-J--j";;"君の地上ユニットを敵の射程外に置くように努めろ!君のユニットを,ここから離れた安全な場所へ移動させよ!";"Keep your ground unit away from enemy range! Move your unit to the furthest and safest position from here!";
"T6_HNT42";"         ";"-J--j";;"君は部隊を失った ! #coloredtext4{徴発メニュー}から部隊を選択して,戦場に部隊を配置せよ.";"You lost a unit, sir! Please pick a unit in the #coloredtext4{Requisition panel}.";
"T6_HNT43";"         ";"-J--j";;"君の航空機は,作戦を完了せずに基地に帰ってきた.時間を無駄にしないよう,別のユニットを #coloredtext4{徴発メニュー}から選び,作戦を完了させよ.";"Your aircraft came back to the airport without completing its mission. Let’s not waste any time, and pick another unit in the #coloredtext4{REQUISITION MENU} to complete the objective.";
"T6_HNT44";"         ";"-J--j";;"友軍の M8 #am8 偵察車 が砲射撃の後の掃討戦を支援する為に到着した.";"Ally M8 #am8 reconnaissance vehicles have just arrived to help wipe out any remaining enemies after the artillery strike.";
"T6_HNT45";"         ";"-J-pj";;"君の航空機は,あまりに多くのストレスを受けて退却した! 退却時の航空機は,修理と補給の為に自動的に基地に戻る,生きていれば…";"Your aircraft took too much stress and evacuate! In Fall Back stance it will automatically fly back to the airport to refuel and repair if it makes it alive...";
"T6_HNT5";"          ";"-J--j";;"#coloredtext4{GRASSHOPPER}のような,偵察機 #reco だけが,地形やフロントラインの影響を受けずに,敵地上ユニットを明らかにすることができる\nだけれども,この航空機は非常に脆い…";"Aerial RECONS #reco , such as the #coloredtext4{GRASSHOPPER}, are the only aerial units that can unveil enemies on the ground without being affected by the terrain or the frontline.\nHowever, they are very fragile units…";
"T6_HNT6";"          ";"-J-pj";;"#coloredtext4{P-51D MUSTANG}のような,戦闘機 #dogfighter は,高い高度に居て他の航空機ユニットを発見し,それと格闘戦を行う.\n戦闘機は空を支配すると同時に,他の航空機に対しての最善の防御ユニットである.";"DOGFIGHTER aircraft #dogfighter, such as the #coloredtext4{P-51D MUSTANG}, fly at a higher altitude to detect other AIR units and engage them in dogfights.\nFighters rule the sky and are the best defence against any other planes.";
"T6_HNT7";"          ";"-J--j";;"#coloredtext4{P-47 THUNDERBOLT}のような,攻撃機は,航空機と交戦も出来るが,爆弾 #bombsやロケット #rocketsなど爆装しているときは,地上ユニットにも攻撃できる.\nしかし飛行速度が遅いのと,低い高度を飛ぶ為,対空兵器によって破壊されやすい.";"Ground Attack aircrafts, such as the #coloredtext4{P-47 THUNDERBOLT}, can engage planes, but also isolated ground targets when loaded with bombs #bombs or rockets #rockets .\nBut they fly more slowly and at a lower altitude, making them vulnerable to ANTI-AIR units.";
"T6_HNT8";"          ";"-J--j";;"#coloredtext4{B-26 MARAUDER}のような,重爆撃機は,多くの爆弾 #bomberを搭載できる.ユニットの大量破壊や士気の低下を目的としている.\nしかし大型の機体と,遅い飛行速度は,重爆撃機を戦闘機の格好の的にしてしまう.";"HEAVY BOMBER aircraft, such as the #coloredtext4{B-26 MARAUDER}, are loaded with several heavy bombs #bomber . Their goal is to eradicate massed units, whatever their morale.\nBut their size and speed make them an easy target for any fighters.";
"T6_HNT9";"          ";"-J--j";;"#coloredtext4{対空}部隊の任務は,戦場において地上部隊を守ることにある.\n殆どの#coloredtext4{対空}ユニットは,敵機を抑圧し,この空域から追い出す役目に就いている.";"The #coloredtext4{ANTI-AIR} units' role is to protect your ground units on the battlefield.\nMost #coloredtext4{AA} units serve to suppress enemy planes and force them to evacuate the area.";
"Ad9juAmEZy";"       ";"----j";;"Enemy dense defence emplacement.";;
"BmtPtG3lnX";"       ";"-J--j";;"防衛施設 1";"Defence site 1";
"DEUUykBQAj";"       ";"-J--j";;"ME 109 G0 を追い払え.";"Repel the ME 109 G0.";
"E1wPgmsSKy";"       ";"-J--j";;"P-51D Mustang を使え.";"Use P-51D Mustang.";
"JM1inhLdFa";"       ";"-J--j";;"敵の孤立した PAK 43 砲台.";"Enemy isolated PAK 43 emplacement.";
"L5J2FQAYfZ";"       ";"@@@@j";;"TFW : #coloredtext3{%s/2000} / Wehrm. : #coloredtext3{%s/2000}";"Find all enemy sites. (%s / %s)";
"LTDcM8h6xY";"       ";"-J--j";;"対空部隊を配置せよ.";"Position Anti-Air defence.";
"N9IZbUAmVg";"       ";"-J--j";;"M16 MGMC 部隊を配置せよ.";"Deploy the M16 MGMC unit.";
